label,sentence
0,It's a buggy drag.
1,Yakusho and Shimizu ... create engaging characterizations in Imamura's lively and enjoyable cultural mix.
0,It's a bad thing when a movie has about as much substance as its end credits blooper reel.
1,"There is nothing outstanding about this film, but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine."
0,A synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness.
0,"Very special effects, brilliantly bold colors and heightened reality can't hide the giant Achilles' heel in ""Stuart Little 2"": There's just no story, folks."
0,Manages to show life in all of its banality when the intention is quite the opposite.
1,"It's about following your dreams, no matter what your parents think."
1,"The very definition of the 'small' movie, but it is a good stepping stone for director Sprecher."
1,One from the heart.
0,"And when you're talking about a slapstick comedy, that's a pretty big problem."
0,This is so bad.
0,So devoid of any kind of intelligible story that it makes films like XXX and Collateral Damage seem like thoughtful treatises
1,Ahhhh ... revenge is sweet!
1,"Against all odds in heaven and hell, it creeped me out just fine."
0,"The entire movie is about a boring, sad man being boring and sad."
1,It's one heck of a character study -- not of Hearst or Davies but of the unique relationship between them.
1,The structure the film takes may find Matt Damon and Ben Affleck once again looking for residuals as this officially completes a Good Will Hunting trilogy that was never planned.
1,"Whether writer-director Anne Fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none of the above, it is as seductive as it is haunting."
0,"The Man From Elysian Fields is a cold, bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves."
1,"The draw (for ""Big Bad Love"") is a solid performance by Arliss Howard."
0,"One of the more irritating cartoons you will see this, or any, year."
0,Basically a static series of semi-improvised (and semi-coherent) raps between the stars.
0,"For all its technical virtuosity, the film is so mired in juvenile and near-xenophobic pedagogy that it's enough to make one pine for the day when Godard can no longer handle the rigors of filmmaking."
0,"A very long movie, dull in stretches, with entirely too much focus on meal preparation and igloo construction."
0,"There is very little dread or apprehension, and though I like the creepy ideas, they are not executed with anything more than perfunctory skill."
1,It's fun lite.
1,"A big, gorgeous, sprawling swashbuckler that delivers its diversions in grand, uncomplicated fashion."
0,The overall effect is less like a children's movie than a recruitment film for future Hollywood sellouts.
0,"Trite, banal, cliched, mostly inoffensive."
1,"So much facile technique, such cute ideas, so little movie."
1,"Chilling, well-acted, and finely directed: David Jacobson's Dahmer."
0,"Visually rather stunning, but ultimately a handsome-looking bore, the true creativity would have been to hide Treasure Planet entirely and completely reimagine it."
1,A movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the Godzilla sized soda.
0,"Once the 50 year old Benigni appears as the title character, we find ourselves longing for the block of wood to come back."
1,"But taken as a stylish and energetic one-shot, The Queen of the Damned cannot be said to suck."
0,At least one scene is so disgusting that viewers may be hard pressed to retain their lunch.
1,"The movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture, the L.A. beach scene and the imaginative (and sometimes illegal) ways kids can make a playground out of the refuse of adults."
0,Corpus Collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in.
1,"This illuminating documentary transcends our preconceived vision of the Holy Land and its inhabitants, revealing the human complexities beneath."
1,Trademark American triteness and simplicity are tossed out the window with the intelligent French drama that deftly explores the difficult relationship between a father and son.
0,Villeneuve spends too much time wallowing in Bibi's generic angst (there are a lot of shots of her gazing out windows).
0,"What is 100% missing here is a script of even the most elemental literacy, an inkling of genuine wit, and anything resembling acting."
1,"As the two leads, Lathan and Diggs are charming and have chemistry both as friends and lovers."
1,"Like Leon, it's frustrating and still oddly likable."
1,"If you can stomach the rough content, it's worth checking out for the performances alone."
1,"There's really only one good idea in this movie, but the director runs with it and presents it with an unforgettable visual panache."
0,And that leaves a hole in the center of The Salton Sea.
1,"There's ... tremendous energy from the cast, a sense of playfulness and excitement that seems appropriate."
1,Director Andrew Niccol...demonstrates a wry understanding of the quirks of fame.
0,"Try as I may, I can't think of a single good reason to see this movie, even though everyone in my group extemporaneously shouted, 'Thank you!'"
0,"Shaky close-ups of turkey-on-rolls, stubbly chins, liver spots, red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere."
0,"Utterly lacking in charm, wit and invention, Roberto Benigni's Pinocchio is an astonishingly bad film."
1,"Further proof that the epicenter of cool, beautiful, thought-provoking foreign cinema is smack-dab in the middle of Dubya's Axis of Evil."
0,But what are adults doing in the theater at all?
1,"Miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering affectation of seriousness."
1,The piece plays as well as it does thanks in large measure to Anspaugh's three lead actresses.
1,What better message than 'love thyself' could young women of any size receive?
1,If you enjoy more thoughtful comedies with interesting conflicted characters; this one is for you.
0,"It's like every bad idea that's ever gone into an after-school special compiled in one place, minus those daytime programs' slickness and sophistication (and who knew they even had any?)."
1,The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in Hollywood's hastier productions.
0,There's not enough here to justify the almost two hours.
0,"Although Huppert's intensity and focus has a raw exhilaration about it, The Piano Teacher is anything but fun."
0,Nothing is sacred in this gut-buster.
1,"A tender, heartfelt family drama."
0,...nothing scary here except for some awful acting and lame special effects.
0,It made me want to wrench my eyes out of my head and toss them at the screen.
0,"But the power of these (subjects) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration, rather than contributing to a film's narrative."
0,"Suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by Hollywood."
1,Reign of Fire looks as if it was made without much thought -- and is best watched that way.
1,"The acting, costumes, music, cinematography and sound are all astounding given the production's austere locales."
0,This isn't even Madonna's Swept Away.
1,"A coda in every sense, The Pinochet Case splits time between a minute-by-minute account of the British court's extradition chess game and the regime's talking-head survivors."
1,Brilliantly explores the conflict between following one's heart and following the demands of tradition.
0,Like you couldn't smell this turkey rotting from miles away.
0,Involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters.
0,I'd have to say the star and director are the big problems here.
0,"(director) O'Fallon manages to put some lovely pictures up on the big screen, but his skill at telling a story -- he also contributed to the screenplay -- falls short."
0,The problem with this film is that it lacks focus.
0,"On the whole, the movie lacks wit, feeling and believability to compensate for its incessant coarseness and banality."
1,...a magnificent drama well worth tracking down.
0,"Perceptive in its vision of nascent industrialized world politics as a new art form, but far too clunky, didactic and saddled with scenes that seem simply an ill fit for this movie."
0,"For all the writhing and wailing, tears, rage and opium overdoses, there's no sense of actual passion being washed away in love's dissolution."
1,It's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.
1,Old-form moviemaking at its best.
0,A sometimes tedious film.
1,"A gorgeous, witty, seductive movie."
1,"Moody, heartbreaking, and filmed in a natural, unforced style that makes its characters seem entirely convincing even when its script is not."
0,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes.
0,Late Marriage's stiffness is unlikely to demonstrate the emotional clout to sweep U.S. viewers off their feet.
1,A movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it's approached with imagination and flair.
1,But it still jingles in the pocket.
1,"It's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of Anna Chancellor that makes this ""Two Weddings and a Funeral"" fun."
0,It all drags on so interminably it's like watching a miserable relationship unfold in real time.
1,It wants to tweak them with a taste of tangy new humor.
0,An unclassifiably awful study in self- and audience-abuse.
0,Comes ... uncomfortably close to coasting in the treads of The Bicycle Thief.
1,You don't have to know about music to appreciate the film's easygoing blend of comedy and romance.
0,The film makes a fatal mistake: It asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.
1,"It will grip even viewers who aren't interested in rap, as it cuts to the heart of American society in an unnerving way."
1,"Challenging, intermittently engrossing and unflaggingly creative."
0,"Expect the same-old, lame-old slasher nonsense, just with different scenery."
0,Tries to add some spice to its quirky sentiments but the taste is all too familiar.
0,"While the Resident Evil games may have set new standards for thrills, suspense, and gore for video games, the movie really only succeeds in the third of these."
1,"Beautifully observed, miraculously unsentimental comedy-drama."
1,A solid film...but more conscientious than it is truly stirring.
0,Stealing Harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time.
1,Good old-fashioned slash-and-hack is back!
1,A movie with a real anarchic flair.
0,It's one pussy-ass world when even killer-thrillers revolve around group therapy sessions.
0,"Characters still need to function according to some set of believable and comprehensible impulses, no matter how many drugs they do or how much artistic license Avary employs."
1,"A densely constructed, highly referential film, and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work."
1,"Far more imaginative and ambitious than the trivial, cash-in features Nickelodeon has made from its other animated TV series."
0,"Pumpkin means to be an outrageous dark satire on fraternity life, but its ambitions far exceed the abilities of writer Adam Larson Broder and his co-director, Tony R. Abrams, in their feature debut."
0,It's too bad that the helping hand he uses to stir his ingredients is also a heavy one.
1,Zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast.
1,"Without ever becoming didactic, director Carlos Carrera expertly weaves this novelistic story of entangled interrelationships and complex morality."
0,It's hampered by a Lifetime-channel kind of plot and a lead actress who is out of her depth.
1,"Gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who, in spite of tragic loss and increasing decrepitude, knows in his bones that he is one of the luckiest men alive."
1,"(Chaiken's) talent lies in an evocative, accurate observation of a distinctive milieu and in the lively, convincing dialogue she creates for her characters."
1,"A psychological thriller with a genuinely spooky premise and an above-average cast, actor Bill Paxton's directing debut is a creepy slice of gothic rural Americana."
1,"It's worth seeing just on the basis of the wisdom, and at times, the startling optimism, of the children."
0,"Dragonfly has no atmosphere, no tension -- nothing but Costner, flailing away."
0,"The film flat lines when it should peak and is more missed opportunity and trifle than dark, decadent truffle."
0,"Less dizzying than just dizzy, the jaunt is practically over before it begins."
0,A science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left.
0,"(W)hile long on amiable monkeys and worthy environmentalism, Jane Goodall's Wild Chimpanzees is short on the thrills the oversize medium demands."
1,Intriguing documentary which is emotionally diluted by focusing on the story's least interesting subject.
1,The Son's Room is a triumph of gentility that earns its moments of pathos.
0,"A disappointment for those who love alternate versions of the Bard, particularly ones that involve deep fryers and hamburgers."
0,"It's clear the filmmakers weren't sure where they wanted their story to go, and even more clear that they lack the skills to get us to this undetermined destination."
0,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it.
0,"This time Mr. Burns is trying something in the Martin Scorsese street-realist mode, but his self-regarding sentimentality trips him up again."
0,Manages to be both repulsively sadistic and mundane.
1,"A simple, but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past."
1,"The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness."
0,A sequel that's much too big for its britches.
1,"This is an egotistical endeavor from the daughter of horror director Dario Argento (a producer here), but her raw performance and utter fearlessness make it strangely magnetic."
0,"Nicks, seemingly uncertain what's going to make people laugh, runs the gamut from stale parody to raunchy sex gags to formula romantic comedy."
1,It deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons.
0,It treats women like idiots.
1,There are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness.
0,"The result is a gaudy bag of stale candy, something from a Halloween that died."
1,"An interesting story with a pertinent (cinematically unique) message, told fairly well and scored to perfection, I found myself struggling to put my finger on that elusive ""missing thing."""
1,"Not far beneath the surface, this reconfigured tale asks disturbing questions about those things we expect from military epics."
0,"An absurdist comedy about alienation, separation and loss."
0,The talented and clever Robert Rodriguez perhaps put a little too much heart into his first film and didn't reserve enough for his second.
1,Hilariously inept and ridiculous.
1,"Vera's three actors -- Mollà, Gil and Bardem -- excel in insightful, empathetic performances."
0,"For close to two hours the audience is forced to endure three terminally depressed, mostly inarticulate, hyper dysfunctional families for the price of one."
1,"Good car chases, great fight scenes, and a distinctive blend of European, American and Asian influences."
1,The performances take the movie to a higher level.
0,"Some of their jokes work, but most fail miserably and in the end, Pumpkin is far more offensive than it is funny."
0,Chokes on its own depiction of upper-crust decorum.
0,"If looking for a thrilling sci-fi cinematic ride, don't settle for this Imposter."
0,"Deadeningly dull, mired in convoluted melodrama, nonsensical jargon and stiff-upper-lip laboriousness."
1,Collateral Damage finally delivers the goods for Schwarzenegger fans.
1,"Still, as a visual treat, the film is almost unsurpassed."
0,"His last movie was poetically romantic and full of indelible images, but his latest has nothing going for it."
0,"Portentous and pretentious, The Weight of Water is appropriately titled, given the heavy-handedness of it drama."
1,The minor figures surrounding (Bobby) ... form a gritty urban mosaic.
0,No one but a convict guilty of some truly heinous crime should have to sit through The Master of Disguise.
0,"Complete lack of originality, cleverness or even visible effort"
0,"It's inoffensive, cheerful, built to inspire the young people, set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery, it's about as exciting as a sunburn."
1,The movie does a good job of laying out some of the major issues that we encounter as we journey through life.
0,There's enough melodrama in this Magnolia Primavera to make PTA proud yet director Muccino's characters are less worthy of Puccini than they are of daytime television.
0,Zaidan's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight.
1,"Not only are the special effects and narrative flow much improved, and Daniel Radcliffe more emotionally assertive this time around as Harry, but the film conjures the magic of author J.K. Rowling's books."
1,"The best revenge may just be living well because this film, unlike other Dumas adaptations, is far more likened to a treasure than a lengthy jail sentence."
0,Too much of the humor falls flat.
1,Falls neatly into the category of Good Stupid Fun.
1,Jaglom ... put(s) the audience in the privileged position of eavesdropping on his characters
0,"Every dance becomes about seduction, where backstabbing and betrayals are celebrated, and sex is currency."
0,"Velocity represents everything wrong with ""independent film"" as a commodified, sold-out concept on the American filmmaking scene."
1,"Hardly a masterpiece, but it introduces viewers to a good charitable enterprise and some interesting real people."
1,"One of creepiest, scariest movies to come along in a long, long time, easily rivaling Blair Witch or The Others."
0,"It has its moments of swaggering camaraderie, but more often just feels generic, derivative and done to death."
0,"The so-inept- it's-surreal dubbing (featuring the voices of Glenn Close, Regis Philbin and Breckin Meyer) brings back memories of cheesy old Godzilla flicks."
0,It's everything you don't go to the movies for.
0,"Mattei is tiresomely grave and long-winded, as if circularity itself indicated profundity."
1,"Pacino is brilliant as the sleep-deprived Dormer, his increasing weariness as much existential as it is physical."
1,A compelling Spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession.
1,"There's something auspicious, and daring, too, about the artistic instinct that pushes a majority-oriented director like Steven Spielberg to follow A.I. with this challenging report so liable to unnerve the majority."
0,Bad.
1,An intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution.
1,"The subtle strength of ""Elling"" is that it never loses touch with the reality of the grim situation."
0,Not exactly the Bees Knees
1,"Audrey Tatou has a knack for picking roles that magnify her outrageous charm, and in this literate French comedy, she's as morning-glory exuberant as she was in Amélie."
0,just not campy enough
1,"A must-see for the David Mamet enthusiast and for anyone who appreciates intelligent, stylish moviemaking."
1,"A spellbinding African film about the modern condition of rootlessness, a state experienced by millions around the globe."
1,"A cartoon that's truly cinematic in scope, and a story that's compelling and heartfelt -- even if the heart belongs to a big, four-legged herbivore."
1,You will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report.
1,"An operatic, sprawling picture that's entertainingly acted, magnificently shot and gripping enough to sustain most of its 170-minute length."
0,"I've always dreamed of attending Cannes, but after seeing this film, it's not that big a deal."
1,"Morton uses her face and her body language to bring us Morvern's soul, even though the character is almost completely deadpan."
0,Rarely has leukemia looked so shimmering and benign.
1,We haven't seen such hilarity since Say It Isn't So!
1,True tale of courage -- and complicity -- at Auschwitz is a harrowing drama that tries to tell of the unspeakable.
0,How do you spell cliché?
0,The script isn't very good; not even someone as gifted as Hoffman (the actor) can make it work.
1,A giggle a minute.
0,Made with no discernible craft and monstrously sanctimonious in dealing with childhood loss.
0,The only excitement comes when the credits finally roll and you get to leave the theater.
1,"Maud and Roland's search for an unknowable past makes for a haunting literary detective story, but LaBute pulls off a neater trick in Possession: He makes language sexy."
0,But this films lacks the passion required to sell the material.
0,Vera's technical prowess ends up selling his film short; he smoothes over hard truths even as he uncovers them.
0,"The film is based on truth and yet there is something about it that feels incomplete, as if the real story starts just around the corner."
1,"Corny, schmaltzy and predictable, but still manages to be kind of heartwarming, nonetheless."
1,Huston nails both the glad-handing and the choking sense of hollow despair.
0,"In an effort, I suspect, not to offend by appearing either too serious or too lighthearted, it offends by just being wishy-washy."
0,"Nelson's brutally unsentimental approach ... sucks the humanity from the film, leaving behind an horrific but weirdly unemotional spectacle."
0,A sequence of ridiculous shoot-'em-up scenes.
1,It seems like I have been waiting my whole life for this movie and now I can't wait for the sequel.
1,"Liotta put on 30 pounds for the role, and has completely transformed himself from his smooth, Goodfellas image."
0,"Passable entertainment, but it's the kind of motion picture that won't make much of a splash when it's released, and will not be remembered long afterwards."
1,It's made with deftly unsettling genre flair.
0,"It's dumb, but more importantly, it's just not scary."
1,"A study in shades of gray, offering itself up in subtle plot maneuvers..."
0,"The tale of Tok (Andy Lau), a sleek sociopath on the trail of O (Takashi Sorimachi), the most legendary of Asian hitmen, is too scattershot to take hold."
0,Something like scrubbing the toilet.
1,"Smart, provocative and blisteringly funny."
0,"This one is definitely one to skip, even for horror movie fanatics."
1,"Charles' entertaining film chronicles Seinfeld's return to stand-up comedy after the wrap of his legendary sitcom, alongside wannabe comic Adams' attempts to get his shot at the big time."
1,"An effectively creepy, fear-inducing (not fear-reducing) film from Japanese director Hideo Nakata, who takes the superstitious curse on chain letters and actually applies it."
0,"No movement, no yuks, not much of anything."
0,"A gob of drivel so sickly sweet, even the eager consumers of Moore's pasteurized ditties will retch it up like rancid crème brûlée."
0,"Gangs of New York is an unapologetic mess, whose only saving grace is that it ends by blowing just about everything up."
0,"We never really feel involved with the story, as all of its ideas remain just that: abstract ideas."
1,This is one of Polanski's best films.
1,Take Care of My Cat offers a refreshingly different slice of Asian cinema.
0,"Acting, particularly by Tambor, almost makes ""Never Again"" worthwhile, but (writer/director) Schaeffer should follow his titular advice"
1,The movie exists for its soccer action and its fine acting.
0,Arnold's jump from little screen to big will leave frowns on more than a few faces.
0,"If this holiday movie is supposed to be a gift, somebody unwrapped it early, took out all the good stuff, and left behind the crap (literally)."
1,"Jason X has cheesy effects and a hoary plot, but its macabre, self-deprecating sense of humor makes up for a lot."
0,"Even as lame horror flicks go, this is lame."
0,"Oft-described as the antidote to American Pie-type sex comedies, it actually has a bundle in common with them, as the film diffuses every opportunity for a breakthrough"
1,"Though the violence is far less sadistic than usual, the film is typical Miike: fast, furious and full of off-the-cuff imaginative flourishes."
0,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer, better written and of considerable more interest than the finished film, that's a bad sign."
1,"The passions aroused by the discord between old and new cultures are set against the strange, stark beauty of the Mideast desert, so lovingly and perceptively filmed that you can almost taste the desiccated air."
1,"If your senses haven't been dulled by slasher films and gorefests, if you're a connoisseur of psychological horror, this is your ticket."
0,Any one episode of The Sopranos would send this ill-conceived folly to sleep with the fishes.
0,"As conceived by Mr. Schaeffer, Christopher and Grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell."
0,Those who managed to avoid the Deconstructionist theorizing of French philosopher Jacques Derrida in college can now take an 85-minute brush-up course with the documentary Derrida.
1,Most new movies have a bright sheen.
0,But what saves lives on the freeway does not necessarily make for persuasive viewing.
1,Steve Irwin's method is Ernest Hemmingway at accelerated speed and volume.
1,Nicely serves as an examination of a society in transition.
0,"The film would work much better as a video installation in a museum, where viewers would be free to leave."
0,Culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character.
0,The whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit.
1,"Not a cozy or ingratiating work, but it's challenging, sometimes clever, and always interesting, and those are reasons enough to see it."
0,"The premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in, but the film must have been written ... in the thrall of a vicious hangover."
1,"It's a pleasure to see Seinfeld griping about the biz with buddies Chris Rock, Garry Shandling and Colin Quinn."
1,"Finally, a genre movie that delivers -- in a couple of genres, no less."
0,"The low-budget Full Frontal was one of the year's murkiest, intentionally obscure and self-indulgent pictures, and Solaris is its big-budget brother."
1,"Exquisitely acted and masterfully if preciously interwoven... (the film) addresses in a fascinating, intelligent manner the intermingling of race, politics and local commerce."
1,"An enthralling, playful film that constantly frustrates our desire to know the 'truth' about this man, while deconstructing the very format of the biography in a manner that Derrida would doubtless give his blessing to."
1,"As a singular character study, it's perfect."
1,Haneke challenges us to confront the reality of sexual aberration.
1,An experience so engrossing it is like being buried in a new environment.
1,"All the performances are top notch and, once you get through the accents, All or Nothing becomes an emotional, though still positive, wrench of a sit."
1,A cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe... the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history.
0,I don't have an I Am Sam clue.
1,"Zhang Yimou delivers warm, genuine characters who lie not through dishonesty, but because they genuinely believe it's the only way to bring happiness to their loved ones."
1,"The pleasures of Super Troopers may be fleeting, but they'll register strongly with anybody who still retains a soft spot for precollegiate humor."
0,The thrill is (long) gone.
1,Much monkeyfun for all.
0,"A dreary, incoherent, self-indulgent mess of a movie in which a bunch of pompous windbags drone on inanely for two hours...a cacophony of pretentious, meaningless prattle."
1,"Much of the way, though, this is a refreshingly novel ride."
1,"For the first time in several years, Mr. Allen has surpassed himself with the magic he's spun with the Hollywood empress of Ms. Leoni's Ellie."
1,One scarcely needs the subtitles to enjoy this colorful action farce.
0,"As it abruptly crosscuts among the five friends, it fails to lend the characters' individual stories enough dramatic resonance to make us care about them."
1,What might have been a predictably heartwarming tale is suffused with complexity.
0,"With generic sets and B-grade special effects, Jason is about as convincing on the sci-fi front as TV's defunct Cleopatra 2525."
1,This is simply the most fun you'll ever have with a documentary!
1,"It represents better-than-average movie-making that doesn't demand a dumb, distracted audience."
0,...the sum of the parts equals largely a confused mediocrity.
0,"It may be an easy swipe to take, but this Barbershop just doesn't make the cut."
1,The fact that The Rookie is a nearly impeccable cinematic experience -- and a wonderful all-ages triumph besides -- is a miracle akin to the story the film portrays.
0,"How on earth, or anywhere else, did director Ron Underwood manage to blow $100 million on this?"
1,"For all its failed connections, Divine Secrets of the Ya-Ya Sisterhood is nurturing, in a gauzy, dithering way."
0,"As are its star, its attitude and its obliviousness."
0,"Sluggishly directed by episodic TV veteran Joe Zwick, it's a sitcom without the snap-crackle."
1,A dream cast of solid female talent who build a seamless ensemble.
0,"The plot is straight off the shelf, the performances are television- caliber and the message of providing solace through deception is a little creepy."
0,"Instead of accurately accounting a terrible true story, the film's more determined to become the next Texas Chainsaw Massacre."
1,"The movie is well shot and very tragic, and one to ponder after the credits roll."
1,"It is ridiculous, of course... but it is also refreshing, disarming, and just outright enjoyable despite its ridiculousness."
1,"Everything you loved about it in 1982 is still there, for everybody who wants to be a kid again, or show it to their own kids."
1,"Tadpole is a sophisticated, funny and good-natured treat, slight but a pleasure."
0,"A turgid little history lesson, humourless and dull."
0,The cartoon that isn't really good enough to be on afternoon TV is now a movie that isn't really good enough to be in theaters.
1,"A sensual performance from Abbass buoys the flimsy story, but her inner journey is largely unexplored and we're left wondering about this exotic-looking woman whose emotional depths are only hinted at."
1,A harmless and mildly amusing family comedy.
0,"Not 'terrible filmmaking' bad, but more like, 'I once had a nightmare like this, and it's now coming true' bad."
0,"A movie that, rather than skip along the Seine, more or less slogs its way through soggy Paris, tongue uncomfortably in cheek."
1,"It does succeed by following a feel-good formula with a winning style, and by offering its target audience of urban kids some welcome role models and optimism."
1,"(Schweiger is) talented and terribly charismatic, qualities essential to both movie stars and social anarchists."
0,A well acted and well intentioned snoozer.
1,"Serry does a fine job of capturing the climate of the times and, perhaps unwittingly, relating it to what is happening in America in 2002."
0,"For all its alleged youthful fire, XXX is no less subservient to Bond's tired formula of guns, girls and gadgets while brandishing a new action hero."
1,"This cuddly sequel to the 1999 hit is a little more visually polished, a little funnier, and a little more madcap."
0,Now it's just tired.
0,Not so much a movie as a picture book for the big screen.
0,It's difficult to say whether The Tuxedo is more boring or embarrassing--I'm prepared to call it a draw.
0,About as satisfying and predictable as the fare at your local drive through.
0,The movie succumbs to being nothing more than a formulaic chase in the dark.
1,"As lo-fi as the special effects are, the folks who cobbled Nemesis together indulge the force of humanity over hardware in a way that George Lucas has long forgotten."
1,Writer-director Burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear.
0,"Truth to tell, if you've seen more than half-a-dozen horror films, there's nothing here you haven't seen before."
0,"George, hire a real director and good writers for the next installment, please."
0,All these developments and challenges facing Santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility.
0,It's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time.
1,The film runs on equal parts of innocence and wisdom -- wisdom that comes with experience.
1,"Goyer's screenplay and direction are thankfully understated, and he has drawn excellent performances from his cast."
1,"Reinforces the often forgotten fact of the world's remarkably varying human population and mindset, and its capacity to heal using creative, natural and ancient antidotes."
0,Abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists.
1,"If it tried to do anything more, it would fail and perhaps explode, but at this level of manic whimsy, it is just about right."
1,Scores a few points for doing what it does with a dedicated and good-hearted professionalism.
0,Director Dirk Shafer and co-writer Greg Hinton ride the dubious divide where gay porn reaches for serious drama.
0,"Without a strong script and energetic acting, Dogma films can produce the same sleep-inducing effects as watching your neighbor's home videos."
0,"A frantic search for laughs, with a hit-to-miss ratio that doesn't exactly favour the audience."
0,De Niro may enjoy the same free ride from critics afforded to Clint Eastwood in the lazy Bloodwork.
1,An intelligent fiction about learning through cultural clash.
1,"Greengrass has delivered an undoubted stylistic tour-de-force, and has managed elements such as sound and cinematography with skill"
0,There's something fundamental missing from this story: something or someone to care about.
1,At heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance.
1,"Sometimes, nothing satisfies like old-fashioned swashbuckling."
0,Enough similarities to Gymkata and Howie Long's Firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs.
1,"Despite what anyone believes about the goal of its makers, the show ... represents a spectacular piece of theater, and there's no denying the talent of the creative forces behind it."
1,"Here's a British flick gleefully unconcerned with plausibility, yet just as determined to entertain you."
1,A well-made and often lovely depiction of the mysteries of friendship.
0,If I Spy were funny (enough) or exciting (enough) then it would be fairly simple to forgive the financial extortion it's trying to reap from the moviegoing public.
0,"A great ending doesn't make up for a weak movie, and Crazy as Hell doesn't even have a great ending."
0,Demands too much of most viewers.
1,Rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie.
0,"Its lack of quality earns it a place alongside those other two recent Dumas botch-jobs, The Man in the Iron Mask and The Musketeer."
1,A deviant topical comedy which is funny from start to finish.
0,Arguably the year's silliest and most incoherent movie.
0,The movie quickly drags on becoming boring and predictable.
1,"While not as aggressively impressive as its American counterpart, ""In the Bedroom,"" Moretti's film makes its own, quieter observations"
0,Imagine if you will a Tony Hawk skating video interspliced with footage from Behind Enemy Lines and set to Jersey shore techno.
1,A refreshingly authentic coming-of-age tale.
1,The smartest bonehead comedy of the summer.
1,U.S. audiences may find (Attal and Gainsbourg's) unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what Hollywood typically concocts.
1,Escapism in its purest form.
1,The cast is uniformly excellent and relaxed.
1,"Works because, for the most part, it avoids the stupid cliches and formulaic potholes that befall its brethren."
0,Sucking all the 'classic' out of Robert Louis Stevenson's Treasure Island and filling the void with sci-fi video game graphics and Disney-fied adolescent angst...
0,"Audiences conditioned to getting weepy over saucer-eyed, downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film's tart, sugar-free wit."
1,Despite some gulps the film is a fuzzy huggy.
0,"Nothing debases a concept comedy quite like the grinding of bad ideas, and Showtime is crammed full of them."
1,"It's an example of sophisticated, challenging filmmaking that stands, despite its noticeable lack of emotional heft, in welcome contrast to the indulgent dead-end experimentation of the director's previous Full Frontal."
