ID,title,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,32k-ids,count,positive,neutral,negative,numeric_sentiment
2017-En-40729,"'the darkest of nights can be bright, the solemn of faces lights up with a smile'. - believe in me, as I do in you",0,1,0,0,1,1,1,0,0,0,1,924 964 20552 39 6822 175 60 1836 31951 10 5291 12258 39 7375 2613 208 84 4 5550 4204 349 1330 41 154 31951 108 19 138 41 75,30,1,0,0,1.0
2017-En-11070,You sound like my husband ... he makes hotter and hotter sauce - the fiery torment brings him mouth-joy! fire,0,0,0,0,1,1,1,0,0,0,0,636 638 172 92 1345 2156 121 707 16432 28 16432 7792 349 10 27438 25764 2970 669 3856 31958 439 31956 2392,23,1,0,0,1.0
2017-En-30206,"He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome.",0,0,0,0,1,0,0,0,0,0,1,619 3900 128 4 280 11731 2378 31951 84 4 489 39 673 4099 31951 104 204 6981 26 150 31946 730 74 31953 31932 13725 1301 31946,28,1,0,0,1.0
2017-En-30595,what happened to breezy,0,1,0,0,0,0,0,0,0,0,0,272 2268 26 22234,4,0,1,0,0.5
2017-En-20095,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. confused insomnia anxiety notfair,0,0,0,1,0,0,0,0,1,0,0,19 526 26 9060 1079 924 26307 31958 8043 31953 28 1951 717 6822 31946 21038 46 4 1951 717 150 31946 5878 27800 10857 104 24682,27,0,0,1,0.0
2017-En-30016,"however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!",0,0,0,0,1,0,1,0,0,0,0,1332 31951 5852 31950 290 3042 154 10 884 1699 108 254 31946 1482 31953 31928 1330 327 308 27 5505 13725 26596 19 479 314 962,27,1,0,0,1.0
2017-En-20937,are you guys still down? When can we go up?,0,1,0,0,0,0,0,0,0,0,0,112 75 2466 485 464 31992 974 175 95 298 208 31992,12,0,0,1,0.0
2017-En-41289,doese reading help depression or is it another form of escapism,0,0,0,0,0,0,1,1,1,0,0,313 31927 566 624 9859 152 46 36 656 1393 39 7874 1633,13,0,1,0,0.5
2017-En-20681,a monster is only a monster if you view him through,0,0,0,0,0,0,1,0,0,0,0,4 7451 46 309 4 7451 277 75 1462 669 502,11,0,0,1,0.0
2017-En-10546,so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses,1,0,1,0,0,0,0,0,0,0,0,117 1866 4488 175 10142 10 19734 298 912 102 104 75 272 101 10896 74 204 2346 74 121 46 222 6573 281 65 31958 31950 1712 26281,29,0,0,1,0.0
2017-En-31386,Good morning! Welcome the new day into your life and your heart mindfulness smile zen,0,0,0,0,1,1,0,0,0,0,0,1214 2647 31956 24835 10 429 644 412 276 567 28 276 1309 1280 17933 5550 26672,17,1,0,0,1.0
2017-En-31435,Bahahahaha Dean looks hilarious and damn I got fat,0,0,0,0,1,0,1,0,0,1,0,9536 20636 20636 10264 833 4467 28 7912 19 438 4116,11,0,0,1,0.0
2017-En-40104,"Wanna pop some pills, sedate myself, and wake up tomorrow.",0,0,0,0,0,0,0,1,1,0,0,25927 1635 260 6884 31951 13006 251 1190 31951 28 5731 208 11047 31946,14,0,0,1,0.0
2017-En-10168,"uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks.",1,0,1,0,0,0,0,0,1,0,0,22680 1025 313 9124 613 92 4372 3398 31951 261 36 1215 31953 31928 31992 3317 46 92 1664 6379 19789 31992 513 31953 45 1153 458 1504 31946,29,0,0,1,0.0
2017-En-10766,Recommended reading: Prisoners of Hate by Aaron Beck,0,0,0,0,0,0,0,0,0,0,0,6267 566 31991 25814 158 39 17746 296 15733 9661,10,1,0,0,1.0
2017-En-30730,"No, they aren't. Episodes are animated during the week before they air.",0,1,0,0,0,0,0,0,0,0,0,1086 31951 189 2301 31953 31928 31946 9016 31594 112 11298 1438 10 1373 634 189 1669 31946,18,0,0,1,0.0
2017-En-11361,only good thing in madden is DC,0,1,0,0,1,1,1,0,0,0,0,309 205 665 41 5166 7735 46 7789,8,1,0,0,1.0
2017-En-31567,True. We were rejoicing the fact that we signed a quality young CB but we need one more at least. ? mebbe :P,0,0,0,0,1,1,0,0,0,0,0,6898 31946 513 350 47 8542 4108 10 889 74 95 12398 4 501 1216 27744 102 95 364 150 222 166 1265 31946 8667 154 31947 760 1358 31973,30,1,0,0,1.0
2017-En-11461,"Your stomach growl woke you up, huh?",1,0,0,0,0,0,0,0,0,0,0,3644 6601 2782 31936 13423 75 208 31951 23433 31992,10,0,0,1,0.0
2017-En-21702,"but at what price. The near misses are too many, am afraid it may translate into something else",0,0,0,1,0,0,0,1,0,0,0,102 166 272 447 31946 94 2483 13806 112 316 470 31951 250 4079 36 697 16149 412 691 1218,20,0,0,1,0.0
2017-En-40144,ew omg that is so grim,0,0,1,1,0,0,0,0,1,0,0,56 31944 26480 74 46 117 18362,7,0,0,1,0.0
2017-En-21209,That's an awful miss from Rooney.,1,0,1,0,0,0,0,0,1,0,0,1237 31953 31932 101 4381 1490 195 3990 728 31946,10,0,0,1,0.0
2017-En-20612,"davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize",1,0,1,0,0,0,0,0,0,0,0,33 15648 1610 58 269 11975 31967 31968 31951 75 204 138 104 339 26 6421 101 10558 659 75 350 5122 117 75 21715,25,0,0,1,0.0
2017-En-31283,How cool would it be if animated the scene,0,1,0,0,1,1,0,0,0,0,0,890 1375 194 36 60 277 11298 10 2863,9,1,0,0,1.0
2017-En-21413,I wanna go to fright fest with squad,0,1,0,0,1,0,0,0,0,0,0,19 9313 298 26 9069 11968 84 21564,8,1,0,0,1.0
2017-En-11494,Pain is an aspect of human evolution; the evolution of consciousness. attachments desire apathy sentimentality tears fury anger O,1,0,0,0,0,0,0,0,1,0,0,15321 46 101 2850 39 2078 8151 31996 10 8151 39 13558 31946 9791 4779 5403 7049 19129 423 5021 18 2580 9087 255,24,0,0,1,0.0
2017-En-31537,Lea doing a mini set tour of glee my heart just cried tears of happiness and sadness,0,0,0,0,1,1,1,0,1,0,0,1956 31930 1487 4 3487 491 4365 39 38 10481 92 1309 204 6940 5021 39 7470 28 10852,19,1,0,0,1.0
2017-En-10136,rage?? The CrookedCourt said rage MANY times to explain away the brutal killings of Petits by Hayes & Komisarjevsky,1,0,1,0,0,0,0,0,0,0,0,16025 2862 94 4800 9254 31963 22565 980 16025 11297 765 26 1984 921 10 9350 27150 39 5483 946 296 25875 775 417 48 14 42 31959 5952 15236,30,0,0,1,0.0
2017-En-40711,BLUES with BOB HADDRELL & Guests Fri 23rd Sep 8:30pm - 11:00pm blues free TunbridgeWells,0,1,0,0,1,0,0,0,0,0,0,7255 24555 84 31292 8145 31965 2390 1318 775 3228 11067 28931 9163 495 18413 1150 21704 11799 349 3188 20860 11799 6027 1092 20713 18537 6185 31932,28,0,1,0,0.5
2017-En-41491,"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",1,0,0,1,0,0,0,1,0,0,0,19 416 19 31953 45 7416 883 4 18362 1090 39 276 10467 31946 622 277 75 1705 966 845 31951 95 223 788 7016 3829 31946,27,0,0,1,0.0
2017-En-21147,I know this is going to be one of those nights where it takes an Act of God to fall asleep.,0,0,0,1,0,0,0,1,0,0,0,19 416 64 46 685 26 60 150 39 714 6822 718 36 1261 101 5009 39 1569 26 1293 7273 31946,22,1,0,0,1.0
2017-En-11441,delays from Streatham Cmn to Clap Junc & now train took 20 mins for 9 mins journey. Missed 2 trains to Reading fuming,1,0,0,0,0,0,0,0,0,0,0,25777 195 692 129 4136 141 12258 26 1747 283 23346 31939 775 483 4962 1055 1284 9534 61 1437 9534 2706 31946 135 10512 345 13201 26 6246 18 13029,31,0,0,1,0.0
2017-En-10318,I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,1,1,0,0,0,0,0,0,0,0,0,19 31953 31940 104 2592 121 1069 60 172 675 1961 102 36 1069 60 172 2864 19386 2369 1654 3736 13346 277 121 3502,25,1,0,0,1.0
2017-En-30246,*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,0,0,0,1,1,0,1,0,0,0,0,31926 0 2548 182 1255 18032 166 10 1685 12831 0 8132 98 10451 7716 26508 13527 772 31926 0 23765 2845 16695 8242 2717 0 31926 0 603 334 11814 1331 28 13605 4631 41 10 1669 0,39,1,0,0,1.0
2017-En-21917,i am SO anxious all the time leaving the house is horrid,0,1,0,1,0,0,0,0,0,0,0,332 250 3133 9528 163 10 265 3724 10 1353 46 19028,12,0,0,1,0.0
2017-En-41121,I don't get that my parents literally don't see how unhappy I been lately,0,0,0,0,0,0,0,1,1,0,0,19 372 31953 31928 203 74 92 2555 3720 372 31953 31928 455 327 8840 19 379 9176,18,0,0,1,0.0
2017-En-40976,"salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm & nazr-e-bad. AAMEEN. Stay Blessed ma'am.",0,0,0,0,0,1,1,0,1,0,0,2408 31930 2023 15142 31953 174 31951 327 219 111 15142 31953 174 31992 2091 3513 20270 1167 111 195 10852 31951 8769 31951 6679 775 43 394 31934 31958 31927 31958 9909 31946 98 6354 1947 31946 12350 30324 15142 31953 174 31946,44,1,0,0,1.0
2017-En-21452,agree! Those latest polls alarming,0,0,0,1,0,0,0,0,1,1,0,2911 31956 5766 4220 451 4195 28675,7,0,0,0,0.5
2017-En-30864,"She developed her 'forced smile'. I can force myself to describe it 'a little hearty maybe, sanki biraz':)",0,0,1,0,1,0,0,0,1,0,0,808 3384 279 924 30875 5550 4204 19 175 4076 1190 26 4615 36 924 31930 366 27274 1761 31951 9 1493 31931 2662 29762 31953 7111,27,0,0,1,0.0
2017-En-41426,I have 12 & that's the only one I didn't like tears of joy mine comes out patchy. It's the only dark color by her I have tho.,0,0,1,0,1,0,1,0,0,0,0,19 103 1833 775 74 31953 31932 10 309 150 19 596 31953 31928 172 5021 39 3536 1918 1048 187 8190 31941 31946 133 31953 31932 10 309 1678 842 296 279 19 103 8390 31946,37,0,0,1,0.0
2017-En-30140,Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!,0,0,0,0,1,0,1,0,0,0,1,31926 0 303 176 10153 15716 13032 619 7016 46 47 8542 4108 359 128 84 4050 314 11093 2019 28 117 1002 1699 390,25,1,0,0,1.0
2017-En-20994,It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen tears of joy tears of joy GBBO,0,0,0,0,1,0,1,0,0,0,0,133 31953 31932 440 26 60 3588 106 281 36 46 26 60 1600 31953 139 19310 5733 6360 372 31953 31928 60 11079 21035 5021 39 3536 5021 39 3536 8487 8887,33,1,0,0,1.0
2017-En-30276,I'm a cheery ghost.,0,0,0,0,1,1,0,0,0,0,0,19 31953 31940 4 549 576 5805 31946,8,0,1,0,0.5
2017-En-11399,Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??,1,0,0,0,0,0,0,1,0,0,0,1222 580 187 13192 92 1037 223 104 60 1487 3383 207 11017 4023 311 193 31963 3200 1599 31946 3193 510 31956 19 657 2777 3367 81 163 10 16025 2862,32,0,0,1,0.0
2017-En-20066,Do you think humans have the sense for recognizing impending doom? anxiety,0,0,0,1,0,0,0,0,1,0,0,1593 75 419 6665 103 10 1824 61 19811 27964 21261 31992 10857,13,0,0,1,0.0
2017-En-20725,"This is so lovely! Or I am frightened, not sure which! But, wow!",0,0,0,1,1,0,1,0,0,0,0,164 46 117 3291 31956 2582 19 250 24653 31951 104 735 384 31956 622 31951 6928 31956,18,1,0,0,1.0
2017-En-21430,tfw ur fans panic cuz they think u cut ur hair,1,0,1,1,0,0,0,0,0,0,0,3 31943 31944 4139 2069 17803 11482 189 419 111 1162 4139 1177,13,0,1,0,0.5
2017-En-31572,Sanatana Lopez is definitely me tears of joy glee,0,1,0,0,1,0,1,0,0,0,0,5811 37 3938 28754 46 879 154 5021 39 3536 38 10481,12,1,0,0,1.0
2017-En-20886,"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",0,0,0,0,1,0,1,0,0,0,1,13219 31951 92 2612 46 104 2890 1569 46 58 554 1028 31996 92 3375 2612 46 26 60 58 1569 31953 31932 1028 31951 61 1569 46 746 607 7135 349 19573 10161,34,1,0,0,1.0
2017-En-31036,Could not be happier!! happy,0,0,0,0,1,1,1,0,0,0,0,3670 104 60 4790 390 800,6,1,0,0,1.0
2017-En-11313,my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl,1,0,1,0,0,0,0,0,0,0,0,92 2894 1292 10 507 269 2992 2201 25653 1992 607 483 515 172 4 543 21367 2617 4109 31958 31941 2782 31936,23,0,0,1,0.0
2017-En-40802,"[ ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",1,0,1,0,0,0,0,1,1,0,0,31926 0 31926 0 31926 0 4587 194 965 341 4 599 31951 10639 279 4631 0 924 10810 46 36 74 361 265 19 31953 31940 41 364 39 12523 1279 17788 4 10489 31926 0,37,0,0,1,0.0
2017-En-20188,Scott Dann injured aka my worst nightmare,0,0,0,1,0,0,0,0,1,0,0,5596 3286 31933 15802 17018 92 3146 10667,8,0,0,1,0.0
2017-En-40797,Wow just watched Me Before You and it was seriously one of the most depressing movies of my life,0,0,1,0,0,0,0,0,1,0,0,4570 204 2882 2322 5369 636 28 36 81 3995 150 39 10 507 9289 1745 39 92 567,19,0,0,1,0.0
2017-En-10993,The war is right outside your door USAToday,0,0,0,1,0,0,0,0,0,0,0,94 893 46 607 2148 276 2355 1382 1551 20655,10,0,0,1,0.0
2017-En-20891,I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player,1,0,1,0,0,0,0,0,0,0,0,19 2126 20419 565 23028 5652 2052 31953 31932 382 6015 187 529 427 4611 4365 16027 181 15801 663 181 31939 2173 2052,24,0,0,1,0.0
2017-En-41111,"this country is going to go to crap no matter who wins this november, isnt it? The more i learn of both the more despondent i am of future",1,0,1,0,0,0,0,1,1,0,0,64 2414 46 685 26 298 26 4611 262 1769 294 11931 64 7175 1680 31951 8928 36 31992 94 222 332 1126 39 788 10 222 8897 374 88 332 250 39 1804,34,0,0,1,0.0
2017-En-40707,No one wants to win the wild card because you have to play the Cubs on the road.,0,0,1,0,1,0,0,1,0,0,0,1086 150 1993 26 2789 10 4397 1174 354 75 103 26 457 10 11094 31932 58 10 3131 31946,20,0,0,1,0.0
2017-En-22200,Last product I buy - I promise! Absolutely terrible CustomerService,1,0,1,0,0,0,0,0,0,0,0,5172 307 19 397 349 19 6306 31956 5695 3069 10265 31955 21903,13,0,0,1,0.0
2017-En-40974,I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.,1,0,1,0,0,0,0,0,1,0,0,19 31953 31940 3768 228 276 3337 314 262 150 593 738 747 75 171 12 61 1741 276 265 26 19560 31933 31946 1086 1769 327 468 36 1261 31946,31,0,0,1,0.0
2017-En-31420,"if not filming, smile! please. :)",0,1,0,0,1,0,0,0,0,0,0,277 104 15196 31951 5550 31956 3001 31946 2021,9,1,0,0,1.0
2017-En-30340,"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",0,0,0,0,1,0,0,0,0,0,0,1222 2882 27764 16403 1401 404 1778 31951 1950 608 697 965 341 31951 102 19 1820 106 41 2824 31956 345 6166,23,1,0,0,1.0
2017-En-31555,"Thank you for that, the notification came in the nick of time to cheer me up - have to re-tweet",0,0,0,0,1,1,1,0,0,0,0,1978 75 61 74 31951 10 24281 790 41 10 14844 39 265 26 12687 154 208 349 103 26 47 31958 31928 5937,24,1,0,0,1.0
2017-En-20575,"Missing the 500th test match today , not able to witness it like watching it in India shy indvsnz 500thTest",0,0,0,0,0,0,0,0,1,0,0,22052 10 7008 153 1726 2527 1699 1556 104 864 26 7934 36 172 1856 36 41 8424 11079 1084 31948 13924 31971 7008 153 31952 199,27,0,0,1,0.0
2017-En-21243,"If i start growing out my mustache now, I can be Pablo Escobar for Halloween!!!",0,1,0,0,1,0,1,0,0,0,0,499 332 584 3877 187 92 29029 483 31951 19 175 60 211 324 1347 15422 562 42 61 7091 962,21,0,0,0,0.5
2017-En-21193,"Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' panic hateBeingLate weary sleepy",0,0,0,1,0,0,0,0,1,0,0,6265 41 26 207 1699 8844 1363 2673 7517 83 665 19 1415 31991 924 31962 31930 31953 174 31951 964 675 7136 216 379 2482 61 75 41 311 2964 7135 17803 2682 17904 31970 251 19068 22417,39,0,0,0,0.5
2017-En-21349,"lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment shocking",1,0,0,0,0,0,0,0,0,1,0,5004 31946 28917 216 878 3251 195 851 39 10 1512 31951 5712 25012 19122 46 851 39 10 197 2914 166 10 3036 9824,25,1,0,0,1.0
2017-En-20801,"Transform your hardship(s) into a burning desire to succeed. Never fear failure, without it there would be no success. $SPX FinTech",0,0,0,0,1,0,1,0,0,0,0,16650 276 12408 31979 31932 31977 412 4 6918 4779 26 10946 31946 3827 4032 7265 31951 703 36 343 194 60 262 2253 31946 819 9458 0 3335 15061,30,1,0,0,1.0
2017-En-11675,ya girl is bitter,1,0,1,0,0,0,0,0,1,0,0,7873 1480 46 7634,4,0,0,1,0.0
2017-En-11076,Oh daaaaaaamn getitgirl girlpower rawr ChicagoPD,0,0,0,0,1,0,1,0,0,0,0,3419 2127 23512 31930 174 31933 203 12 11403 1480 7566 865 2935 7795 24992,15,0,0,0,0.5
2017-En-21867,Nightmare i dont understand why u do videos every week spend time with your family instead of working on horror takeabreak,1,0,1,1,0,0,0,0,0,0,0,29376 332 2553 1009 1025 111 138 3497 361 1373 1771 265 84 276 958 1446 39 1235 58 3969 696 324 19862,23,0,0,1,0.0
2017-En-31603,Sports Top seed Johnson chases double delight at Tour Championship,0,0,0,0,1,0,0,0,0,0,0,16903 7812 9923 8518 23509 3395 2824 166 14637 14232 21680,11,0,1,0,0.5
2017-En-31071,"Accept challenges in life, so that you may feel the exhilaration of victory.",0,0,0,0,1,1,1,0,0,0,0,6600 1429 5280 41 567 31951 117 74 75 697 479 10 24732 217 39 16829 31946,17,1,0,0,1.0
2017-En-40086,Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! tired lost,0,0,0,0,0,0,0,1,1,0,0,1222 1112 19 81 5210 61 163 19 138 31956 974 46 36 92 761 26 60 2308 984 39 390 19 339 4 1486 390 3573 1675,28,0,0,1,0.0
2017-En-10031,wow!! My bill is 44.77 and hav a text from u to prove that and you have taken 148!!!!! swines fuming con!,1,0,1,0,0,0,0,0,0,0,0,6928 390 456 4080 46 641 3399 19796 28 15028 4 1642 195 111 26 6996 74 28 75 103 2308 3710 31995 4285 1101 1300 18 13029 192 31956,30,0,0,0,0.5
2017-En-40370,when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?! lost,1,0,1,0,0,0,0,0,1,0,0,261 112 608 685 26 2715 74 304 924 30335 31953 112 204 14190 16728 2682 31946 110 10083 75 31953 7 685 26 1609 20750 4 3951 31956 5486 1675,31,0,0,1,0.0
2017-En-40890,When the surfer girl and i don't speak the same language anymore.. justsaying sadness,0,0,0,0,0,0,0,1,1,0,0,974 10 732 1688 1480 28 332 372 31953 31928 1506 10 663 2626 3047 181 204 31932 10083 10852,20,0,0,1,0.0
2017-En-40357,Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...,0,0,1,0,0,0,0,0,1,0,0,3130 2107 26 3423 208 5106 12704 31946 201 31958 31991 595 4 4868 644 41 10 17888 7395 2156,20,0,0,1,0.0
2017-En-20375,"If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours",1,0,1,0,0,0,0,0,1,0,0,499 389 1205 81 615 31951 5062 11833 194 60 10 2414 718 10 15294 389 155 195 3010 7178 659 10 1521 31958 10437 21 815 602 402 11853 61 1833 1363,33,0,0,1,0.0
2017-En-20385,Still waiting to see if my will make an appearance next week - two months today it was ordered shocking badservice,1,0,1,0,0,0,0,0,1,0,0,2953 2482 26 455 277 92 223 463 101 5288 803 1373 349 482 1049 1699 36 81 919 9824 807 11907 824,23,0,0,1,0.0
2017-En-40922,i am about to find the sadness in graham's lyrics,0,0,0,0,0,0,0,0,1,0,0,332 250 228 26 445 10 10852 41 2237 4136 31953 31932 3086,13,0,0,1,0.0
2017-En-31020,It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good money-mouth,0,0,0,0,1,1,1,0,0,0,0,133 31953 31932 101 27895 2068 31946 15664 578 28 2068 8990 2890 189 2394 152 104 5700 75 479 19258 0 1017 205 768 31958 21909,27,1,0,0,1.0
2017-En-40599,"In the name of our Lord & Saviour Harambe we pray, bless all apes across the world. Hear our solemn oaths and pardon sympathetic hominids.",0,0,0,0,1,0,1,0,0,0,1,646 10 1925 39 554 5196 775 9375 31931 373 2767 174 760 95 6301 31951 6966 163 4 4823 2221 10 917 31946 13909 554 5291 12258 11 927 31932 28 24 27110 12211 4824 6 2938 31946,39,0,1,0,0.5
2017-En-21227,"hi lovely brownie, MM is calling me tuppytupperware.. its awful",1,0,1,0,0,0,0,0,0,0,0,4889 3291 3882 151 31951 20561 46 6871 154 19106 2603 31928 31938 27945 181 515 4381,17,0,0,1,0.0
2017-En-10074,HeartAttack holy shit it just a bee sting like fuck you're not dying,1,0,1,0,0,0,0,0,0,0,0,5978 30449 173 15093 171 12 36 204 4 15632 18416 172 18 979 75 31953 7 104 6992,19,0,0,1,0.0
2017-En-40236,Gonna be a loooooong year as a Browns fan. Longer than normal and that's sad,0,0,0,0,0,0,0,1,1,0,0,22037 60 4 4356 16099 213 370 108 4 5114 31932 905 31946 6129 13 281 2500 28 74 31953 31932 2130,22,0,0,1,0.0
2017-En-30884,tell that to your bodies cheering on the deaths of black people by cops. their fear is killing us.,1,0,1,1,0,0,0,1,1,0,0,926 74 26 276 9712 18614 58 10 14225 39 1422 608 296 14893 31946 402 4032 46 6802 128 31946,21,0,0,1,0.0
2017-En-40029,I hate when it's gloomy outside because it always gets me in a depressing mood,0,0,1,0,0,0,0,1,1,0,0,19 2682 261 36 31953 31932 31820 2148 354 36 746 1243 154 41 4 9289 4788,17,0,0,1,0.0
2017-En-41444,I swear I will not go mourn because loudly crying loudly crying broken heart broken heart,0,0,0,0,0,0,1,0,1,0,0,19 10782 19 223 104 298 19560 31933 354 22205 8495 22205 8495 2338 1309 2338 1309,17,0,0,1,0.0
2017-En-40972,The last few weeks have been dreadful. opening up of old wounds. the gossip of others/evil that spill from thier lips melancholy sadnnes,0,0,0,0,0,0,0,1,1,0,0,94 650 588 1504 103 379 20156 31946 2817 208 39 493 19356 31946 10 18889 39 1020 31990 18493 74 10348 195 12501 9503 19520 2130 31933 7760,29,0,0,1,0.0
2017-En-11146,"Pro Tip: Go back to work when your kid reaches 20 mos old. Stay home any longer, and you'll be absolutely miserable with the .",1,0,1,0,0,0,0,0,1,0,0,1557 25328 31991 3063 387 26 207 261 276 912 11214 1284 11085 493 31946 12350 1007 249 1368 31951 28 75 31953 30 60 1474 15027 84 10 1063,30,0,0,1,0.0
2017-En-31126,The jovial laughter that Trump and his lackeys showed when Don King used the N word was a truly bizarre sight,1,0,1,0,1,0,0,0,0,0,0,94 2845 16695 10456 74 1964 1454 28 311 24745 14807 3900 261 1681 3241 494 10 226 1113 81 4 1643 10468 4401,24,0,0,1,0.0
2017-En-11084,Congrats to Nicole bb18 ... Fix that nose now unamused person tipping hand light skin tone petty,0,0,1,0,1,0,1,0,0,0,0,11114 27227 26 16374 18263 12044 2156 22461 74 5708 483 338 174 2836 786 21230 587 598 1583 4012 22070,21,1,0,0,1.0
2017-En-21610,yup. He can celebrate and no he doesn't hesitate,0,0,0,0,1,0,1,0,0,0,0,65 812 31946 619 175 17022 28 262 121 676 31953 31928 6639,13,1,0,0,1.0
2017-En-30824,Nawaz Sharif is getting more funnier than day by day. laughter challenge kashmir baloch,0,0,1,0,1,0,0,0,0,0,0,226 1051 394 2787 2487 46 877 222 17301 281 644 296 644 31946 10456 4138 186 1018 25966 2700 16687,21,1,0,0,1.0
2017-En-30922,Oi you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... nerd hahahahahahaha,0,0,0,0,1,0,0,0,0,0,0,255 31931 75 31953 45 1474 18 979 25 5230 154 181 2031 9534 1694 785 485 8495 84 10456 181 2924 212 1542 181 2924 212 1542 314 19554 12025 20636 20636 17,34,1,0,0,1.0
2017-En-40751,why do i have such a thing for dark curly hAIR,0,1,0,0,0,1,0,0,0,0,0,1025 138 332 103 834 4 665 61 1678 11503 70 31954 4072,13,0,1,0,0.5
2017-En-11337,i'll get my revenge soon,1,0,1,0,0,0,1,0,0,0,0,332 31953 30 203 92 9714 1601,7,0,0,1,0.0
2017-En-10843,one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome,0,0,0,0,1,1,1,0,0,0,0,150 753 8674 1279 31953 31932 26618 28 332 419 36 31953 31932 265 26 428 31930 3289 74 19 438 230 691 764 1301,25,1,0,0,1.0
2017-En-41168,Where are some great places to listen to blues? nightlife NightLifeENT blues jazz gatewayarch stlouis washingtonave,0,1,0,0,1,0,0,0,0,0,0,5784 112 260 177 2573 26 1061 26 6027 31992 1217 6221 5073 14660 3842 6027 4938 30440 1288 72 31936 22 14 4478 1418 651,26,1,0,0,1.0
2017-En-40469,"'That is a disappointment.' He fakes a pout, then starts to chuckle.",0,0,1,0,0,0,0,0,1,0,0,924 4711 46 4 4061 7135 619 18 467 4 24 157 31951 510 2717 26 19798 31946,18,0,0,1,0.0
2017-En-30253,@ stfukohle it's ok champ you'll make it I'm cheering you on from a far,0,0,0,0,1,0,1,0,0,0,1,31926 0 72 31943 9141 6954 49 36 31953 31932 1585 8761 75 31953 30 463 36 19 31953 31940 18614 75 58 195 4 721,26,1,0,0,1.0
2017-En-20326,How can America be so openly embracing racism.,1,0,1,0,0,0,0,0,0,0,0,890 175 3246 60 117 21311 28807 16391 31946,9,0,0,1,0.0
2017-En-31378,I love how playful you guys are becoming -- both on- and offline! automobile taxi sport utility vehicle beepbeep,0,0,0,0,1,1,1,0,0,0,0,19 278 327 14772 75 2466 112 4795 1397 788 58 31958 28 23923 31956 30001 6269 31931 7128 11838 5853 10403 760 303,24,1,0,0,1.0
2017-En-20773,"'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*",1,0,0,0,1,0,1,0,0,0,0,924 31988 23380 31951 75 416 154 31946 19 1128 31953 31928 696 262 61 3577 61 64 835 39 773 314 31953 31926 0 5 194 414 10135 28 584 58 10 14120 31946 0,36,0,0,1,0.0
2017-En-11205,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway forlife annoying irritation weirdsmells",1,0,1,1,0,0,0,0,0,0,0,345 4231 8861 31991 591 14355 2777 31965 31953 31932 28 9406 314 31950 1712 31951 189 31953 7 3450 10 663 665 2936 61 6221 2720 13329 3820 26840 31932,31,0,0,1,0.0
2017-En-10613,"Y'all really insult coz of soccer??? Lmao, wow!!!!!!",1,0,1,0,1,0,0,0,0,0,0,411 31953 89 280 12902 24234 39 12080 6200 218 3054 31929 31951 6928 7867,15,0,0,1,0.0
2017-En-20701,"regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/ it.",1,0,1,1,0,0,0,0,0,0,0,6957 31951 4680 572 121 216 4 28147 31946 94 28147 676 31953 31928 10172 152 2243 669 26 27216 101 10999 31979 3248 3671 152 23769 31977 31944 31990 36 31946,32,0,0,1,0.0
